[s],CH2[V]
1.31600E-05,2.576146198E-03
1.31700E-05,2.628880575E-03
1.31800E-05,2.577122760E-03
1.31900E-05,2.715794642E-03
1.32000E-05,2.619114950E-03
1.32100E-05,2.585911823E-03
1.32200E-05,2.656224327E-03
1.32300E-05,2.665989952E-03
1.32400E-05,2.573216510E-03
1.32500E-05,2.567357135E-03
1.32600E-05,2.574193073E-03
1.32700E-05,2.683568078E-03
1.32800E-05,2.575169635E-03
1.32900E-05,2.578099323E-03
1.33000E-05,2.646458701E-03
1.33100E-05,2.574193073E-03
1.33200E-05,2.559544635E-03
1.33300E-05,2.582982136E-03
1.33400E-05,2.619114950E-03
1.33500E-05,2.586888386E-03
1.33600E-05,2.551732134E-03
1.33700E-05,2.643529014E-03
1.33800E-05,2.656224327E-03
1.33900E-05,2.659154014E-03
1.34000E-05,2.631810263E-03
1.34100E-05,2.682591515E-03
1.34200E-05,2.607396199E-03
1.34300E-05,2.623021200E-03
1.34400E-05,2.622044638E-03
1.34500E-05,2.608372762E-03
1.34600E-05,2.611302450E-03
1.34700E-05,2.539036821E-03
1.34800E-05,2.566380572E-03
1.34900E-05,2.628880575E-03
1.35000E-05,2.585911823E-03
1.35100E-05,2.606419637E-03
1.35200E-05,2.566380572E-03
1.35300E-05,2.564427447E-03
1.35400E-05,2.513646195E-03
1.35500E-05,2.498021194E-03
1.35600E-05,2.542943071E-03
1.35700E-05,2.559544635E-03
1.35800E-05,2.522435258E-03
1.35900E-05,2.542943071E-03
1.36000E-05,2.498021194E-03
1.36100E-05,2.564427447E-03
1.36200E-05,2.543919634E-03
1.36300E-05,2.517552445E-03
1.36400E-05,2.536107133E-03
1.36500E-05,2.553685259E-03
1.36600E-05,2.480443068E-03
1.36700E-05,2.399388377E-03
1.36800E-05,2.458958692E-03
1.36900E-05,2.478489943E-03
1.37000E-05,2.428685253E-03
1.37100E-05,2.493138381E-03
1.37200E-05,2.443333692E-03
1.37300E-05,2.430638378E-03
1.37400E-05,2.538060259E-03
1.37500E-05,2.346653999E-03
1.37600E-05,2.444310254E-03
1.37700E-05,2.522435258E-03
1.37800E-05,2.462864942E-03
1.37900E-05,2.343724312E-03
1.38000E-05,2.374974313E-03
1.38100E-05,2.367161813E-03
1.38200E-05,2.414036815E-03
1.38300E-05,2.446263379E-03
1.38400E-05,2.540013384E-03
1.38500E-05,2.536107133E-03
1.38600E-05,2.430638378E-03
1.38700E-05,2.538060259E-03
1.38800E-05,2.561497760E-03
1.38900E-05,2.496068069E-03
1.39000E-05,2.582982136E-03
1.39100E-05,2.602513387E-03
1.39200E-05,2.620091512E-03
1.39300E-05,2.579075886E-03
1.39400E-05,2.568333697E-03
1.39500E-05,2.582982136E-03
1.39600E-05,2.575169635E-03
1.39700E-05,2.595677449E-03
1.39800E-05,2.586888386E-03
1.39900E-05,2.590794636E-03
1.40000E-05,2.586888386E-03
1.40100E-05,2.650364951E-03
1.40200E-05,2.616185262E-03
1.40300E-05,2.658177452E-03
1.40400E-05,2.573216510E-03
1.40500E-05,2.606419637E-03
1.40600E-05,2.643529014E-03
1.40700E-05,2.622044638E-03
1.40800E-05,2.727513393E-03
1.40900E-05,2.583958698E-03
1.41000E-05,2.604466512E-03
1.41100E-05,2.583958698E-03
1.41200E-05,2.563450885E-03
1.41300E-05,2.565404010E-03
1.41400E-05,2.623021200E-03
1.41500E-05,2.582982136E-03
1.41600E-05,2.562474322E-03
1.41700E-05,2.571263385E-03
1.41800E-05,2.557591509E-03
1.41900E-05,2.569310260E-03
1.42000E-05,2.553685259E-03
1.42100E-05,2.564427447E-03
1.42200E-05,2.525364945E-03
1.42300E-05,2.567357135E-03
1.42400E-05,2.560521197E-03
1.42500E-05,2.555638384E-03
1.42600E-05,2.569310260E-03
1.42700E-05,2.554661822E-03
1.42800E-05,2.560521197E-03
1.42900E-05,2.507786820E-03
1.43000E-05,2.540013384E-03
1.43100E-05,2.573216510E-03
1.43200E-05,2.549779009E-03
1.43300E-05,2.561497760E-03
1.43400E-05,2.619114950E-03
1.43500E-05,2.558568072E-03
1.43600E-05,2.478489943E-03
1.43700E-05,2.583958698E-03
1.43800E-05,2.553685259E-03
1.43900E-05,2.586888386E-03
1.44000E-05,2.569310260E-03
1.44100E-05,2.713841517E-03
1.44200E-05,2.625950888E-03
1.44300E-05,2.696263391E-03
1.44400E-05,2.595677449E-03
1.44500E-05,2.672825890E-03
1.44600E-05,2.598607136E-03
1.44700E-05,2.646458701E-03
1.44800E-05,2.653294639E-03
1.44900E-05,2.638646201E-03
1.45000E-05,2.601536824E-03
1.45100E-05,2.578099323E-03
1.45200E-05,2.590794636E-03
1.45300E-05,2.613255575E-03
1.45400E-05,2.570286823E-03
1.45500E-05,2.600560262E-03
1.45600E-05,2.547825884E-03
1.45700E-05,2.563450885E-03
1.45800E-05,2.517552445E-03
1.45900E-05,2.560521197E-03
1.46000E-05,2.571263385E-03
1.46100E-05,2.521458695E-03
1.46200E-05,2.460911817E-03
1.46300E-05,2.549779009E-03
1.46400E-05,2.525364945E-03
1.46500E-05,2.548802447E-03
1.46600E-05,2.446263379E-03
1.46700E-05,2.556614947E-03
1.46800E-05,2.538060259E-03
1.46900E-05,2.559544635E-03
1.47000E-05,2.564427447E-03
1.47100E-05,2.510716507E-03
1.47200E-05,2.441380566E-03
1.47300E-05,2.520482133E-03
1.47400E-05,2.496068069E-03
1.47500E-05,2.513646195E-03
1.47600E-05,2.549779009E-03
1.47700E-05,2.538060259E-03
1.47800E-05,2.561497760E-03
1.47900E-05,2.498021194E-03
1.48000E-05,2.542943071E-03
1.48100E-05,2.410130565E-03
1.48200E-05,2.513646195E-03
1.48300E-05,2.541966509E-03
1.48400E-05,2.528294633E-03
1.48500E-05,2.555638384E-03
1.48600E-05,2.484349319E-03
1.48700E-05,2.467747755E-03
1.48800E-05,2.355443062E-03
1.48900E-05,2.353489937E-03
1.49000E-05,2.385716501E-03
1.49100E-05,2.407200877E-03
1.49200E-05,2.394505564E-03
1.49300E-05,2.389622752E-03
1.49400E-05,2.370091501E-03
1.49500E-05,2.278294621E-03
1.49600E-05,2.435521191E-03
1.49700E-05,2.512669632E-03
1.49800E-05,2.308568060E-03
1.49900E-05,2.447239942E-03
1.50000E-05,2.377904001E-03
1.50100E-05,2.385716501E-03
1.50200E-05,2.482396193E-03
1.50300E-05,2.318333686E-03
1.50400E-05,2.352513375E-03
1.50500E-05,2.485325881E-03
1.50600E-05,2.527318071E-03
1.50700E-05,2.537083696E-03
1.50800E-05,2.537083696E-03
1.50900E-05,2.551732134E-03
1.51000E-05,2.544896196E-03
1.51100E-05,2.526341508E-03
1.51200E-05,2.567357135E-03
1.51300E-05,2.567357135E-03
1.51400E-05,2.542943071E-03
1.51500E-05,2.558568072E-03
1.51600E-05,2.575169635E-03
1.51700E-05,2.574193073E-03
1.51800E-05,2.655247764E-03
1.51900E-05,2.567357135E-03
1.52000E-05,2.576146198E-03
1.52100E-05,2.537083696E-03
1.52200E-05,2.481419631E-03
1.52300E-05,2.513646195E-03
1.52400E-05,2.551732134E-03
1.52500E-05,2.588841511E-03
1.52600E-05,2.574193073E-03
1.52700E-05,2.578099323E-03
1.52800E-05,2.573216510E-03
1.52900E-05,2.591771199E-03
1.53000E-05,2.472630568E-03
1.53100E-05,2.560521197E-03
1.53200E-05,2.473607130E-03
1.53300E-05,2.511693070E-03
1.53400E-05,2.501927444E-03
1.53500E-05,2.512669632E-03
1.53600E-05,2.499974319E-03
1.53700E-05,2.560521197E-03
1.53800E-05,2.533177446E-03
1.53900E-05,2.543919634E-03
1.54000E-05,2.416966503E-03
1.54100E-05,2.541966509E-03
1.54200E-05,2.503880569E-03
1.54300E-05,2.527318071E-03
1.54400E-05,2.474583693E-03
1.54500E-05,2.547825884E-03
1.54600E-05,2.498997757E-03
1.54700E-05,2.484349319E-03
1.54800E-05,2.469700880E-03
1.54900E-05,2.510716507E-03
1.55000E-05,2.545872759E-03
1.55100E-05,2.493138381E-03
1.55200E-05,2.539036821E-03
1.55300E-05,2.441380566E-03
1.55400E-05,2.459935255E-03
1.55500E-05,2.400364940E-03
1.55600E-05,2.356419625E-03
1.55700E-05,2.453099317E-03
1.55800E-05,2.464818068E-03
1.55900E-05,2.512669632E-03
1.56000E-05,2.372044626E-03
1.56100E-05,2.393529002E-03
1.56200E-05,2.418919628E-03
1.56300E-05,2.511693070E-03
1.56400E-05,2.432591504E-03
1.56500E-05,2.530247758E-03
1.56600E-05,2.477513381E-03
1.56700E-05,2.479466506E-03
1.56800E-05,2.542943071E-03
1.56900E-05,2.457005567E-03
1.57000E-05,2.436497754E-03
1.57100E-05,2.524388383E-03
1.57200E-05,2.504857132E-03
1.57300E-05,2.549779009E-03
1.57400E-05,2.498021194E-03
1.57500E-05,2.418919628E-03
1.57600E-05,2.498997757E-03
1.57700E-05,2.506810257E-03
1.57800E-05,2.505833695E-03
1.57900E-05,2.540013384E-03
1.58000E-05,2.532200883E-03
1.58100E-05,2.539036821E-03
1.58200E-05,2.555638384E-03
1.58300E-05,2.544896196E-03
1.58400E-05,2.506810257E-03
1.58500E-05,2.548802447E-03
1.58600E-05,2.540013384E-03
1.58700E-05,2.557591509E-03
1.58800E-05,2.511693070E-03
1.58900E-05,2.512669632E-03
1.59000E-05,2.552708697E-03
1.59100E-05,2.562474322E-03
1.59200E-05,2.525364945E-03
1.59300E-05,2.532200883E-03
1.59400E-05,2.562474322E-03
1.59500E-05,2.537083696E-03
1.59600E-05,2.558568072E-03
1.59700E-05,2.555638384E-03
1.59800E-05,2.535130571E-03
1.59900E-05,2.505833695E-03
1.60000E-05,2.479466506E-03
1.60100E-05,2.536107133E-03
1.60200E-05,2.566380572E-03
1.60300E-05,2.568333697E-03
1.60400E-05,2.573216510E-03
1.60500E-05,2.544896196E-03
1.60600E-05,2.478489943E-03
1.60700E-05,2.557591509E-03
1.60800E-05,2.580052448E-03
1.60900E-05,2.601536824E-03
1.61000E-05,2.582982136E-03
1.61100E-05,2.613255575E-03
1.61200E-05,2.526341508E-03
1.61300E-05,2.649388389E-03
1.61400E-05,2.541966509E-03
1.61500E-05,2.557591509E-03
1.61600E-05,2.503880569E-03
1.61700E-05,2.540013384E-03
1.61800E-05,2.578099323E-03
1.61900E-05,2.587864948E-03
1.62000E-05,2.562474322E-03
1.62100E-05,2.546849321E-03
1.62200E-05,2.454075880E-03
1.62300E-05,2.501927444E-03
1.62400E-05,2.550755572E-03
1.62500E-05,2.556614947E-03
1.62600E-05,2.498021194E-03
1.62700E-05,2.628880575E-03
1.62800E-05,2.532200883E-03
1.62900E-05,2.560521197E-03
1.63000E-05,2.509739945E-03
1.63100E-05,2.542943071E-03
1.63200E-05,2.523411820E-03
1.63300E-05,2.570286823E-03
1.63400E-05,2.638646201E-03
1.63500E-05,2.624974325E-03
1.63600E-05,2.602513387E-03
1.63700E-05,2.693333703E-03
1.63800E-05,2.594700886E-03
1.63900E-05,2.596654011E-03
1.64000E-05,2.520482133E-03
1.64100E-05,2.524388383E-03
1.64200E-05,2.601536824E-03
1.64300E-05,2.602513387E-03
1.64400E-05,2.587864948E-03
1.64500E-05,2.575169635E-03
1.64600E-05,2.572239948E-03
1.64700E-05,2.644505576E-03
1.64800E-05,2.562474322E-03
1.64900E-05,2.589818074E-03
1.65000E-05,2.554661822E-03
1.65100E-05,2.567357135E-03
1.65200E-05,2.570286823E-03
1.65300E-05,2.564427447E-03
1.65400E-05,2.566380572E-03
1.65500E-05,2.486302444E-03
1.65600E-05,2.509739945E-03
1.65700E-05,2.519505570E-03
1.65800E-05,2.533177446E-03
1.65900E-05,2.556614947E-03
1.66000E-05,2.547825884E-03
1.66100E-05,2.410130565E-03
1.66200E-05,2.447239942E-03
1.66300E-05,2.497044632E-03
1.66400E-05,2.550755572E-03
1.66500E-05,2.565404010E-03
1.66600E-05,2.540013384E-03
1.66700E-05,2.499974319E-03
1.66800E-05,2.516575883E-03
1.66900E-05,2.566380572E-03
1.67000E-05,2.579075886E-03
1.67100E-05,2.559544635E-03
1.67200E-05,2.550755572E-03
1.67300E-05,2.571263385E-03
1.67400E-05,2.536107133E-03
1.67500E-05,2.545872759E-03
1.67600E-05,2.574193073E-03
1.67700E-05,2.574193073E-03
1.67800E-05,2.582005573E-03
1.67900E-05,2.575169635E-03
1.68000E-05,2.534154008E-03
1.68100E-05,2.574193073E-03
1.68200E-05,2.564427447E-03
1.68300E-05,2.579075886E-03
1.68400E-05,2.572239948E-03
1.68500E-05,2.515599320E-03
1.68600E-05,2.610325887E-03
1.68700E-05,2.506810257E-03
1.68800E-05,2.352513375E-03
1.68900E-05,2.442357129E-03
1.69000E-05,2.542943071E-03
1.69100E-05,2.578099323E-03
1.69200E-05,2.490208694E-03
1.69300E-05,2.422825878E-03
1.69400E-05,2.521458695E-03
1.69500E-05,2.567357135E-03
1.69600E-05,2.577122760E-03
1.69700E-05,2.510716507E-03
1.69800E-05,2.430638378E-03
1.69900E-05,2.522435258E-03
1.70000E-05,2.454075880E-03
1.70100E-05,2.487279006E-03
1.70200E-05,2.518529008E-03
1.70300E-05,2.546849321E-03
1.70400E-05,2.566380572E-03
1.70500E-05,2.556614947E-03
1.70600E-05,2.507786820E-03
1.70700E-05,2.549779009E-03
1.70800E-05,2.400364940E-03
1.70900E-05,2.490208694E-03
1.71000E-05,2.467747755E-03
1.71100E-05,2.437474316E-03
1.71200E-05,2.535130571E-03
1.71300E-05,2.514622757E-03
1.71400E-05,2.469700880E-03
1.71500E-05,2.458958692E-03
1.71600E-05,2.388646189E-03
1.71700E-05,2.470677443E-03
1.71800E-05,2.448216504E-03
1.71900E-05,2.451146192E-03
1.72000E-05,2.430638378E-03
1.72100E-05,2.540989946E-03
1.72200E-05,2.389622752E-03
1.72300E-05,2.466771193E-03
1.72400E-05,2.487279006E-03
1.72500E-05,2.514622757E-03
1.72600E-05,2.509739945E-03
1.72700E-05,2.450169629E-03
1.72800E-05,2.425755566E-03
1.72900E-05,2.566380572E-03
1.73000E-05,2.581029011E-03
1.73100E-05,2.564427447E-03
1.73200E-05,2.565404010E-03
1.73300E-05,2.509739945E-03
1.73400E-05,2.555638384E-03
1.73500E-05,2.543919634E-03
1.73600E-05,2.558568072E-03
1.73700E-05,2.559544635E-03
1.73800E-05,2.598607136E-03
1.73900E-05,2.614232137E-03
1.74000E-05,2.567357135E-03
1.74100E-05,2.556614947E-03
1.74200E-05,2.552708697E-03
1.74300E-05,2.547825884E-03
1.74400E-05,2.553685259E-03
1.74500E-05,2.592747761E-03
1.74600E-05,2.614232137E-03
1.74700E-05,2.528294633E-03
1.74800E-05,2.574193073E-03
1.74900E-05,2.691380578E-03
1.75000E-05,2.575169635E-03
1.75100E-05,2.535130571E-03
1.75200E-05,2.653294639E-03
1.75300E-05,2.732396205E-03
1.75400E-05,2.559544635E-03
1.75500E-05,2.593724324E-03
1.75600E-05,2.546849321E-03
1.75700E-05,2.587864948E-03
1.75800E-05,2.533177446E-03
1.75900E-05,2.562474322E-03
1.76000E-05,2.617161825E-03
1.76100E-05,2.570286823E-03
1.76200E-05,2.542943071E-03
1.76300E-05,2.569310260E-03
1.76400E-05,2.512669632E-03
1.76500E-05,2.516575883E-03
1.76600E-05,2.508763382E-03
1.76700E-05,2.524388383E-03
1.76800E-05,2.527318071E-03
1.76900E-05,2.581029011E-03
1.77000E-05,2.531224321E-03
1.77100E-05,2.551732134E-03
1.77200E-05,2.553685259E-03
1.77300E-05,2.550755572E-03
1.77400E-05,2.544896196E-03
1.77500E-05,2.494114944E-03
1.77600E-05,2.405247752E-03
1.77700E-05,2.338841499E-03
1.77800E-05,2.391575877E-03
1.77900E-05,2.506810257E-03
1.78000E-05,2.384739939E-03
1.78100E-05,2.403294627E-03
1.78200E-05,2.407200877E-03
1.78300E-05,2.434544629E-03
1.78400E-05,2.413060253E-03
1.78500E-05,2.557591509E-03
1.78600E-05,2.431614941E-03
1.78700E-05,2.444310254E-03
1.78800E-05,2.293919622E-03
1.78900E-05,2.552708697E-03
1.79000E-05,2.507786820E-03
1.79100E-05,2.478489943E-03
1.79200E-05,2.508763382E-03
1.79300E-05,2.546849321E-03
1.79400E-05,2.498997757E-03
1.79500E-05,2.398411814E-03
1.79600E-05,2.547825884E-03
1.79700E-05,2.557591509E-03
1.79800E-05,2.469700880E-03
1.79900E-05,2.522435258E-03
1.80000E-05,2.547825884E-03
1.80100E-05,2.540989946E-03
1.80200E-05,2.560521197E-03
1.80300E-05,2.559544635E-03
1.80400E-05,2.530247758E-03
1.80500E-05,2.535130571E-03
1.80600E-05,2.540989946E-03
1.80700E-05,2.486302444E-03
1.80800E-05,2.557591509E-03
1.80900E-05,2.521458695E-03
1.81000E-05,2.554661822E-03
1.81100E-05,2.543919634E-03
1.81200E-05,2.477513381E-03
1.81300E-05,2.565404010E-03
1.81400E-05,2.535130571E-03
1.81500E-05,2.458958692E-03
1.81600E-05,2.510716507E-03
1.81700E-05,2.556614947E-03
1.81800E-05,2.539036821E-03
1.81900E-05,2.571263385E-03
1.82000E-05,2.625950888E-03
1.82100E-05,2.582982136E-03
1.82200E-05,2.577122760E-03
1.82300E-05,2.564427447E-03
1.82400E-05,2.584935261E-03
1.82500E-05,2.577122760E-03
1.82600E-05,2.565404010E-03
1.82700E-05,2.579075886E-03
1.82800E-05,2.582982136E-03
1.82900E-05,2.576146198E-03
1.83000E-05,2.564427447E-03
1.83100E-05,2.579075886E-03
1.83200E-05,2.621068075E-03
1.83300E-05,2.566380572E-03
1.83400E-05,2.560521197E-03
1.83500E-05,2.596654011E-03
1.83600E-05,2.555638384E-03
1.83700E-05,2.557591509E-03
1.83800E-05,2.565404010E-03
1.83900E-05,2.529271196E-03
1.84000E-05,2.569310260E-03
1.84100E-05,2.562474322E-03
1.84200E-05,2.509739945E-03
1.84300E-05,2.526341508E-03
1.84400E-05,2.552708697E-03
1.84500E-05,2.569310260E-03
1.84600E-05,2.549779009E-03
1.84700E-05,2.531224321E-03
1.84800E-05,2.475560256E-03
1.84900E-05,2.559544635E-03
1.85000E-05,2.561497760E-03
1.85100E-05,2.555638384E-03
1.85200E-05,2.489232131E-03
1.85300E-05,2.569310260E-03
1.85400E-05,2.559544635E-03
1.85500E-05,2.509739945E-03
1.85600E-05,2.575169635E-03
1.85700E-05,2.520482133E-03
1.85800E-05,2.549779009E-03
1.85900E-05,2.490208694E-03
1.86000E-05,2.573216510E-03
1.86100E-05,2.510716507E-03
1.86200E-05,2.418919628E-03
1.86300E-05,2.495091507E-03
1.86400E-05,2.468724318E-03
1.86500E-05,2.540013384E-03
1.86600E-05,2.530247758E-03
1.86700E-05,2.545872759E-03
1.86800E-05,2.550755572E-03
1.86900E-05,2.568333697E-03
1.87000E-05,2.547825884E-03
1.87100E-05,2.584935261E-03
1.87200E-05,2.564427447E-03
1.87300E-05,2.566380572E-03
1.87400E-05,2.615208700E-03
1.87500E-05,2.662083702E-03
1.87600E-05,2.647435264E-03
1.87700E-05,2.581029011E-03
1.87800E-05,2.564427447E-03
1.87900E-05,2.529271196E-03
1.88000E-05,2.577122760E-03
1.88100E-05,2.626927450E-03
1.88200E-05,2.557591509E-03
1.88300E-05,2.563450885E-03
1.88400E-05,2.560521197E-03
1.88500E-05,2.594700886E-03
1.88600E-05,2.569310260E-03
1.88700E-05,2.559544635E-03
1.88800E-05,2.578099323E-03
1.88900E-05,2.628880575E-03
1.89000E-05,2.558568072E-03
1.89100E-05,2.618138387E-03
1.89200E-05,2.603489949E-03
1.89300E-05,2.694310266E-03
1.89400E-05,2.565404010E-03
1.89500E-05,2.563450885E-03
1.89600E-05,2.560521197E-03
1.89700E-05,2.564427447E-03
1.89800E-05,2.559544635E-03
1.89900E-05,2.560521197E-03
1.90000E-05,2.561497760E-03
1.90100E-05,2.560521197E-03
1.90200E-05,2.524388383E-03
1.90300E-05,2.498997757E-03
1.90400E-05,2.535130571E-03
1.90500E-05,2.506810257E-03
1.90600E-05,2.559544635E-03
1.90700E-05,2.553685259E-03
1.90800E-05,2.393529002E-03
1.90900E-05,2.431614941E-03
1.91000E-05,2.442357129E-03
1.91100E-05,2.358372750E-03
1.91200E-05,2.513646195E-03
1.91300E-05,2.560521197E-03
1.91400E-05,2.537083696E-03
1.91500E-05,2.509739945E-03
1.91600E-05,2.538060259E-03
1.91700E-05,2.476536818E-03
1.91800E-05,2.500950882E-03
1.91900E-05,2.443333692E-03
1.92000E-05,2.560521197E-03
1.92100E-05,2.539036821E-03
1.92200E-05,2.470677443E-03
1.92300E-05,2.531224321E-03
1.92400E-05,2.547825884E-03
1.92500E-05,2.561497760E-03
1.92600E-05,2.564427447E-03
1.92700E-05,2.662083702E-03
1.92800E-05,2.564427447E-03
1.92900E-05,2.569310260E-03
1.93000E-05,2.546849321E-03
1.93100E-05,2.570286823E-03
1.93200E-05,2.711888392E-03
1.93300E-05,2.716771205E-03
1.93400E-05,2.644505576E-03
1.93500E-05,2.623997763E-03
1.93600E-05,2.554661822E-03
1.93700E-05,2.606419637E-03
1.93800E-05,2.585911823E-03
1.93900E-05,2.568333697E-03
1.94000E-05,2.573216510E-03
1.94100E-05,2.587864948E-03
1.94200E-05,2.557591509E-03
1.94300E-05,2.552708697E-03
1.94400E-05,2.606419637E-03
1.94500E-05,2.575169635E-03
1.94600E-05,2.559544635E-03
1.94700E-05,2.546849321E-03
1.94800E-05,2.547825884E-03
1.94900E-05,2.542943071E-03
1.95000E-05,2.530247758E-03
1.95100E-05,2.476536818E-03
1.95200E-05,2.488255569E-03
1.95300E-05,2.436497754E-03
1.95400E-05,2.463841505E-03
1.95500E-05,2.563450885E-03
1.95600E-05,2.543919634E-03
1.95700E-05,2.499974319E-03
1.95800E-05,2.332005561E-03
1.95900E-05,2.523411820E-03
1.96000E-05,2.454075880E-03
1.96100E-05,2.537083696E-03
1.96200E-05,2.475560256E-03
1.96300E-05,2.402318065E-03
1.96400E-05,2.417943065E-03
1.96500E-05,2.539036821E-03
1.96600E-05,2.462864942E-03
1.96700E-05,2.560521197E-03
1.96800E-05,2.498021194E-03
1.96900E-05,2.504857132E-03
1.97000E-05,2.553685259E-03
1.97100E-05,2.545872759E-03
1.97200E-05,2.567357135E-03
1.97300E-05,2.546849321E-03
1.97400E-05,2.543919634E-03
1.97500E-05,2.513646195E-03
1.97600E-05,2.503880569E-03
1.97700E-05,2.582982136E-03
1.97800E-05,2.521458695E-03
1.97900E-05,2.584935261E-03
1.98000E-05,2.564427447E-03
1.98100E-05,2.568333697E-03
1.98200E-05,2.546849321E-03
1.98300E-05,2.595677449E-03
1.98400E-05,2.565404010E-03
1.98500E-05,2.580052448E-03
1.98600E-05,2.587864948E-03
1.98700E-05,2.646458701E-03
1.98800E-05,2.579075886E-03
1.98900E-05,2.618138387E-03
1.99000E-05,2.576146198E-03
1.99100E-05,2.643529014E-03
1.99200E-05,2.618138387E-03
1.99300E-05,2.826146210E-03
1.99400E-05,2.722630580E-03
1.99500E-05,2.632786826E-03
1.99600E-05,2.575169635E-03
1.99700E-05,2.652318076E-03
1.99800E-05,2.564427447E-03
1.99900E-05,2.683568078E-03
2.00000E-05,1.358005297E-02
2.00100E-05,3.081931160E-02
2.00200E-05,3.817966351E-02
2.00300E-05,3.724021034E-02
2.00400E-05,3.682126501E-02
2.00500E-05,3.714060096E-02
2.00600E-05,3.722946816E-02
2.00700E-05,3.439353052E-02
2.00800E-05,2.099313926E-02
2.00900E-05,6.399388567E-03
2.01000E-05,2.348607125E-03
2.01100E-05,3.327122796E-03
2.01200E-05,3.322239983E-03
2.01300E-05,3.020482156E-03
2.01400E-05,3.066380596E-03
2.01500E-05,4.731419738E-03
2.01600E-05,1.672067812E-02
2.01700E-05,3.267087419E-02
2.01800E-05,3.850290572E-02
2.01900E-05,3.727439003E-02
2.02000E-05,3.726657753E-02
2.02100E-05,3.752536661E-02
2.02200E-05,3.755271036E-02
2.02300E-05,3.092771004E-02
2.02400E-05,1.655368592E-02
2.02500E-05,4.974583812E-03
2.02600E-05,2.864232149E-03
2.02700E-05,3.537083744E-03
2.02800E-05,3.387669674E-03
2.02900E-05,3.141575912E-03
2.03000E-05,3.165989976E-03
2.03100E-05,3.127904037E-03
2.03200E-05,3.057591533E-03
2.03300E-05,2.953099341E-03
2.03400E-05,3.016575906E-03
2.03500E-05,2.810521209E-03
2.03600E-05,2.907200901E-03
2.03700E-05,2.894505588E-03
2.03800E-05,2.877904025E-03
2.03900E-05,2.826146210E-03
2.04000E-05,2.731419643E-03
2.04100E-05,2.597630574E-03
2.04200E-05,2.582005573E-03
2.04300E-05,2.726536830E-03
2.04400E-05,2.707982142E-03
2.04500E-05,2.638646201E-03
2.04600E-05,2.675755578E-03
2.04700E-05,2.647435264E-03
2.04800E-05,2.683568078E-03
2.04900E-05,2.840794648E-03
2.05000E-05,2.616185262E-03
2.05100E-05,2.603489949E-03
2.05200E-05,2.568333697E-03
2.05300E-05,2.644505576E-03
2.05400E-05,2.598607136E-03
2.05500E-05,2.739232143E-03
2.05600E-05,2.564427447E-03
2.05700E-05,2.783177458E-03
2.05800E-05,2.663060264E-03
2.05900E-05,2.704075891E-03
2.06000E-05,2.675755578E-03
2.06100E-05,2.694310266E-03
2.06200E-05,2.713841517E-03
2.06300E-05,2.588841511E-03
2.06400E-05,2.607396199E-03
2.06500E-05,2.689427453E-03
2.06600E-05,2.640599326E-03
2.06700E-05,2.753880581E-03
2.06800E-05,2.658177452E-03
2.06900E-05,2.623997763E-03
2.07000E-05,2.707982142E-03
2.07100E-05,2.615208700E-03
2.07200E-05,2.556614947E-03
2.07300E-05,2.571263385E-03
2.07400E-05,2.542943071E-03
2.07500E-05,2.579075886E-03
2.07600E-05,2.578099323E-03
2.07700E-05,2.606419637E-03
2.07800E-05,2.577122760E-03
2.07900E-05,2.625950888E-03
2.08000E-05,2.588841511E-03
2.08100E-05,2.565404010E-03
2.08200E-05,2.574193073E-03
2.08300E-05,2.550755572E-03
2.08400E-05,2.578099323E-03
2.08500E-05,2.539036821E-03
2.08600E-05,2.576146198E-03
2.08700E-05,2.590794636E-03
2.08800E-05,2.465794630E-03
2.08900E-05,2.590794636E-03
2.09000E-05,2.397435252E-03
2.09100E-05,2.521458695E-03
2.09200E-05,2.529271196E-03
2.09300E-05,2.571263385E-03
2.09400E-05,2.524388383E-03
2.09500E-05,2.533177446E-03
2.09600E-05,2.430638378E-03
2.09700E-05,2.473607130E-03
2.09800E-05,2.448216504E-03
2.09900E-05,2.524388383E-03
2.10000E-05,2.578099323E-03
2.10100E-05,2.585911823E-03
2.10200E-05,2.548802447E-03
2.10300E-05,2.587864948E-03
2.10400E-05,2.577122760E-03
2.10500E-05,2.597630574E-03
2.10600E-05,2.564427447E-03
2.10700E-05,2.580052448E-03
2.10800E-05,2.592747761E-03
2.10900E-05,2.564427447E-03
2.11000E-05,2.567357135E-03
2.11100E-05,2.570286823E-03
2.11200E-05,2.556614947E-03
2.11300E-05,2.581029011E-03
2.11400E-05,2.584935261E-03
2.11500E-05,2.665989952E-03
2.11600E-05,2.542943071E-03
2.11700E-05,2.580052448E-03
2.11800E-05,2.635716513E-03
2.11900E-05,2.572239948E-03
2.12000E-05,2.603489949E-03
2.12100E-05,2.585911823E-03
2.12200E-05,2.574193073E-03
2.12300E-05,2.624974325E-03
2.12400E-05,2.576146198E-03
2.12500E-05,2.602513387E-03
2.12600E-05,2.570286823E-03
2.12700E-05,2.591771199E-03
2.12800E-05,2.645482139E-03
2.12900E-05,2.613255575E-03
2.13000E-05,2.600560262E-03
2.13100E-05,2.586888386E-03
2.13200E-05,2.586888386E-03
2.13300E-05,2.646458701E-03
2.13400E-05,2.634739951E-03
2.13500E-05,2.618138387E-03
2.13600E-05,2.612279012E-03
2.13700E-05,2.719700892E-03
